Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Principal Data Scientist,-1,"10+ years of experience in machine learning, data mining, mathematical optimization.
PhD or Masters in Computers Science, Computer Engineering, or mathematics
Expert level knowledge in Hadoop/Mahout/MapReduce frameworks
Strong knowledge of NoSQL and Relational database systems including HBase, CouchDB, PostgreSQL, MySQL, Oracle etc.,
Background in predictive, diagnostic, operations analytics for engineering/industrial/M2M applications is strongly desired.
Good understanding of distributed systems
Knowledge of R, Matlab, SAS or other open-source/proprietary statistical packages

Overall: Recognized as the ‘go to’ expert in Analytics domain within the organization

Build design/code/test frameworks and rapid prototyping of new hypothesis
Assist engineering leadership in hiring and interviewing top talent
Steer Scrum reviews and stand-up meetings
Mentor junior staff, conduct design/code/test reviews
Contribute strongly to IP portfolio of the company in the form of patent disclosures, whitepapers, and blogs.

Roles and Responsibilities:
Drive architecture and design of in-house IP and customer solutions in the area of engineering analytics
Responsible for analyzing large data sets to develop custom models and algorithms to drive business solutions
Build complex data sets from multiple data sources and build learning systems and algorithms to analyze and filter continuous data flows and offline data analysis
Conduct statistical analysis and build models to determine trends, patterns and significant data relationships

Immediate joiner or short joiner is highly invited.

Contact
Bangalore - Corporate Office
Novel Tech Park, 46/4, GB Palya, Hosur Road, Bangalore, India - 560068.
+91 961 110 - 2967

Chennai
#408, Plot #2,1st Extn Street,Andal Nagar,AGS Colony, Velachery,Chennai, India - 600042.
+ 91 900 326 - 2287
info@continuesintelligence.com
Global Presence
Guidance Management W.L.L , #201,Opp Qatar Navigation Plaza, P.O.Box 30606, Doha - Qatar.
+ 974 443 19 651 (Board)
+ 974 662 59 283
+ 1 (972) 591 - 8280 (US)

Share

Connect and share.

Subscribe

Subscribe to our newsletter to receive news, updates, free stuff and new releases by Email.

© Copyright 2020, All Rights Reserved - Continues Intelligence Lab
Privacy Policy | Terms of Use

Home
Brief
About
Services
Solutions
Lab
Contact",-1,Continues Intelligence Lab,Bengaluru,"Bengaluru, India",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Data Scientist Requirement_Jharkhand_KA,-1,"Reference Code:
Job Title: Data Scientist Requirement_Jharkhand_KA

Category:
Job Description: JD:
Software & Hardware requirement gathering
Developing prediction Engine
Leading Android App development.
System integration
Quality control
Key Skills: Educational Qualification: PhD or MS or Post Graduate in computer science, engineering, data science or statistics or similar.

Experience:
Experience 7+ years (Data Analytics)
Experience 3 years (Deploying Farm Pest and disease prediction services in India)
At least 5 large scale project (Using Machine Learning & AI Software programme)
Location: Ranchi
Required Experience: Not Specified
Positions: 1
Contact Person: Surya Dey
Email ID: dey.surya@arminus.in",3.5,"Arminus Software
3.5",Ranchi,"Calcutta, India",201 to 500 employees,2009,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
Senior Data Scientist,-1,"Job Description

Looking for a person with hands-on experience in variety of data analysis methods, ML, DL algorithms using Python.

Experience: 10+ years

Location

Pune/Bangalore(IND)
San Jose/Aguora Hills(CA, USA)
Send us your resume at careers@nutanxt.com",-1,NutaNXT Technologies,Pune,"Santa Clara, CA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Data Scientist with AI,-1,"Our client is looking for AI specialist who had worked as a Data Scientist.

Candidates should be willing to relocate either to Chennai or Pune.

Should possess 13-22 years of experience

Should be an AI practitioner and hands on techie

Should have used Data science toolkits

Excellent understanding of machine learning techniques and algorithms

Excellent academic background.

Interested candidates call me at 9841042874
Kannan
00-20.00 Years",-1,Sampoorna Consultants Private Limited,Chennai,-1,-1,-1,-1,-1,-1,-1,-1
Principal Data Scientist,-1,"Location:: Anywhere in India (remote)
Key skills:: Machine Learning Algorithms

Desired Candidate Profile::
We are looking for AI engineers who are as passionate as we are about artificial intelligence, advancing science, and inventing the next generation of intelligent machines.
We are hiring for candidates with 4+ years hands on development in experience in ML/AI.
Knowledge in a broad range of machine learning areas, including: Deep learning, including novel architectures with attention and memory, supervised learning, semi-supervised and unsupervised learning, including generative models, Reinforcement learning, Meta-learning, Multi-task learning, transfer learning, few-shot learning, continual/lifelong learning, Interpretability, fairness, accountability of machine learning models, Brain-inspired machine learning algorithms, Optimization for AI/ML, Bayesian learning, graphical models, and causal models. Familiarity with Big Data ML toolkits, such as Tensorflow, Spark ML, or H2O
You will work on the most cutting-edge, exciting projects that have immediate use in the industry. Your creativity and innovative problem solving will be essential to the success of our team and the company.
Reach out to us if you have solved real-life problems at scale utilizing message queueing (Apache Kafka, MS EventHub, or equivalent) and streaming event processing technologies (Apache Storm, Apache Spark, or equivalent), applied machine learning and AI algorithms to very large datasets at scale.
Education:: - Bachelors/ Masters / Phd
We think the knowledge acquired by earning a doctorate or master’s degree in Computer Science with AI as a specialization would be of great value in this position, but if you're smart and have the experience that backs up your abilities, for us, talent trumps degree every time
Company Profile: This is the right place for you, if want to work in
A Data Science and Big Data technology start-up.
A place where you would want to create value for yourself, and our customers
An environment that supports your personal growth
Culture that believes the greater priorities in life are family, health and integrity
Group of the best in class professionals who are excited about the work they do
Contact::
Sangeetha: sangpraman@gmail.com, +919655998843",-1,CereSight,India,"Tiruchirappalli, India",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Data Scientist – Text Analytics/NLP Engineer,-1,"About Crediwatch

Crediwatch is an insights-as-a-service platform that deploys scalable deep learning tools across disparate digital footprints left by private entities (big and small). Crediwatch provides actionable credit intelligence and dynamic credit management as a service to Financial Institutions. Crediwatch does this with no human intervention by deploying AI /ML and NLP tools, on structured as well as unstructured data, that provide the most reliable and comprehensive real-time insights. Crediwatch has created over 18 million risk profiles of companies and unregistered small businesses. Some of the leading financial and non-financial institutions trust Crediwatch’s insights to grow and protect their ventures.

Data Scientist – Text Analytics/NLP Engineer

We are looking for Savvy Text Analytics Engineer to join our growing team of data scientists and experts. You will be responsible for expanding and optimizing our data models, prediction algorithms, text analytics and allied opportunities. You will support our software developers, data engineers on building and enhancing models. You must be self-directed and comfortable supporting the data needs of multiple teams, systems and products. The right candidate will be excited by the prospect of optimizing or even re-designing our company’s data architecture to support our next generation of products and data initiatives.

Objectives and responsibilities

Drive Operational Excellence – Ensure execution of critical Text Mining projects, including driving innovative implementation and insights derived from unstructured data. Perform big data operations using Apache Hadoop stack and develop high end tools to solve complex problems in business.

Consultant – Providing thought leadership and best practices related to Text Mining and Big data to Crediwatch’s customers. Identify specific capability, practices, tools, and people that the organization would need to develop. Social network modelling expertise using unstructured and structured data preferred

Solutioning – Conceptualize and develop Text Mining solutions for the customer in focus. Envisioning opportunistic areas with our client by demonstrating relevant and credible Text Mining solutions and paradigms. High level assessment of customer’s Text Mining readiness and create the analytics benchmark to converge into a client specific Text mining roadmap. Understanding client’s current Text Mining projects / infrastructure and developing solutions that complement existing/ongoing efforts would be key.

Key Roles and Responsibilities

The Text Mining Scientist (TMS) is expected to play a pivotal bridging role between enterprise database teams, and business /functional resources. At a broad level, the TMS will leverage his/her solutioning expertise to translate the customer’s business need into a techno-analytic problem and appropriately work with database teams to bring large scale text analytic solutions to fruition. The right candidate should have prior experience in developing text mining and NLP solutions using open source tools.

The key responsibilities of the Text Mining Scientist are

Develop transformative AI/ML solutions to address our clients’ business requirements and challenges

Understand and research cutting edge industrial and academic developments in AI/ML with NLP/NLU applications in diverse industries such as Finance, Risk, Compliance, Credit.

Conceptualize, Design, build and develop solution algorithms which demonstrate the minimum required functionality within tight timelines

Interact with clients to collect, synthesize, and propose requirements and create effective analytics/text mining roadmap.

Work with digital development teams to integrate and transform these algorithms into production quality applications

Do applied research on a wide array of text analytics and machine learning projects, file patents and publish the papers

Qualifications

MS in Computer Science, Information systems, or Computer engineering, Systems Engineering with 2+ years of relevant experience in Text Mining / Natural Language Processing (NLP) tools, Data sciences, Big Data and algorithms. Must come with a solid understanding of machine learning

Additional weightage to candidates with a PhD in Computer Science, Computational Science or Engineering with 3+ years of industry experience in Text Mining / Natural Language Processing (NLP) tools, and algorithms. Hands on to Big Data Concepts. Full cycle experience desirable in atleast 1 Large Scale Text Mining/NLP project from creating a Business use case, Text Analytics assessment/roadmap, Technology & Analytic Solutioning, Implementation and Change Management, considerable experience in Hadoop including development in map-reduce framework.

A suitable candidate will also have had experience working with and influencing and possess vast experience and expertise with probability and statistics, inclusive of machine learning, experimental design, and optimization.

Top notch Communication skills will also be a necessity

Exposure to statistical and modeling packages such as SAS, Statistica, Matlab, R, visualization and other advanced analysis tools. He will also be an expert in data management programming such as SQL, PL-SQL, and Python as well as being familiar win the workings of motion-tracking data and time-series analyses.

Must have experience in deploying machine learning models on production systems. Candidates having experience in AWS SageMaker will have an advantage.",-1,Crediwatch,Bengaluru,"Bengaluru, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Data Scientist - Industry 4.0 - R&D - Product Development,-1,"About Company:

Achala IT Solutions was founded in 2009 currently with more than 300 employees across the globe. Achala is a fast growing technology driven company providing various services in the filed of IT. It has been providing high quality services to various customers across the globe. Our main office is located in Hyderabad. We also have our branches in Munch, Germany and US. Currently we are providing IT Services to Sulzer GMBH, BMW, Volkswagen, Audi (Leading Automobile Manufactures in the world) based in Munich, Germany & Spain. The team at Achala is talented and has great experience in working with Global customers and in providing quality software and services in the field of Information Technology.

https://www.achalasolutions.com/

About the Team and Role:

Achala data science group is a young manufacturing research and development team. Our focus is on growing the Achala business by providing Industry 4.0 knowledge and data-driven solutions using state-of-art AI/ML and deep learning algorithms. The primary engagement is building production scale data-science modules. Our team is looking for strong and enthusiastic data scientist with domain knowledge of Industry 4.0 process to join us. The responsibility of the Data Scientist may also be including implementation and deployment of production scale time series models. The individual should be capable of carrying research and development work using active research areas in time series forecasting (Bayesian Forecasting, Deep learning Methods). The person will be responsible for building technical and business reports on daily/weekly basis. Team is backed by strong business leaders in supply chain research & development, thus a foundational mentorship will be provided. Based on past experience the individual may also be engaging in business meetings and coordinate cross-functional technical discussions.

What Youll Do:

• Create data-science and machine learning products in supply-chain and inventory space,

• Build & deploy production scale models on large-scale datasets using machine learning (or) deep learning technologies for Industry 4.0 research,

• Work with cross-functional teams to implement and deploy data science products,

• Leverage large scale data processing such as Spark, Hive into the data-science products,

• Provide analysis using mathematical modeling tools to improve business processes and decisions,

• Define creative solutions to business problems using advanced mathematical algorithms,

• Communicate with senior management and cross-functional teams, and

• Facilitate deep technical discussions with end-users and partners.

What Youll Need:

1. Masters (or) PhD in Computer Science, Statistics, Operations Research, Economics, or other quantitative discipline strongly preferred,

2. Experience in research and development. Conference papers at reputed AI/ML platforms (ICML, NIPS, AAAI) will be a big plus,

3. Experience in Time series modeling (classical methods like ARIMA, STL Forecast). Understanding and implementing active research in Time series forecasting (Bayesian Forecasting, Hierarchical Forecasting),

4. Hands on experience in implementing Deep learning models with textual data/ time series data (CNN, LSTMs) will be a great plus,

5. Expertise in SCALA (or) functional programming paradigm/ Python / R,

6. Experience in big data technologies like Spark, Hive, Hadoop,

7. Experience in understanding business needs and translating to a data-science problem,

8. Knowledge of the Industry 4.0 process inventory optimization, smart factory, times optimization, quality control, and industrial automation,

9. Great communication skills, organized, able to multitask and be a team player, and

10. Excellent written and oral communication skills on both technical and non-technical topics.

Tryouts are open at Achala! Our team is passionate, talented, unified, and charged with creating the #Awesome experience of tomorrow. The ball is in your court now",3.7,"Achala IT Solutions
3.7",Hyderabad,"Hyderabad, India",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
Chief Data Scientist.,-1,"Job Purpose:
Provides deep technical Big Data and Machine Learning expertise to business vertical across the organization, governing the technical and methodology approach to solving Business Problems using Machine Learning.

Key Result Areas/Accountabilities:
This roll will be influencing and driving best practices to all the functions via vertical lead data scientists.
The person in the roll is expected to look at state of the art research available in the ML domain, and conduct pilots, before they are adopted by the verticals.
Will be the guardian of best practices, and help design interventions or process, that enable the teams to build robust scalable models for solving business problems.
Establish governance mechanisms, to ensure repeatable performance, and constantly oversee the quality of ML solutions built by the teams.
The person is expected to work on the difficult / challenging problems that has very high impact on business.
Develop workflows to process data and develop models for a problem, and ensure thatsuch workflows and learnt models are transferrable to other problems that are similar innature
Excellent credentials in working as a team or self-motivated individual contributorwilling to collaborate with colleagues locally and globally.
Core Competencies, Knowledge, Experience:
Working in Big Data analytics & deployment of models and algorithms from large volumes of structured and unstructured data in a commercial /consumer environment.
Turning complex (structured / unstructured /image / Voice) datasets into strategic insights for the business and communicate simply to non-technical audiences, visualizing results.
Developing Machine Learning solutions to solve real business problems, taking account of user needs, technology and operational landscape
Recognized as an expert in the community, mentoring and advising others on statistical techniques, algorithms and data sources
Hands On in Application of Big Data modeling and visualization tools (e.g. Hadoop, Spark, Python, D3.js, CartoDB, SciPy, GIS, NLTK, MLlib)
Experience on Machine Learning on Public Cloud platforms ( AWS / Microsoft, Google)
Experience in Deep Learning Frameworks Tensor flow, open-source libraries, e.g., Keras, and open-source distributed computing frameworks
Deep Expertise in Recommendation Engines, using data at petabyte scale.
Ability to test hypotheses from raw data sets, draw meaningful conclusions, and clearly communicate results
Expert in deep and broad statistical modelling
Familiarity with applications of deep learning, computer vision, and generalized artificial intelligence (e.g., convolutional neural networks, adversarial neural networks), to solving business problems
Ability to work cross functionally to translate business issues into potential analytics solutions
Strong communication skills with prior experience communicating analytics results to senior management
Ability to think critically, question assumptions and devise solutions to challenging technical problems.
Experience with very large datasets
Knowledge of applicable data privacy practices and laws
Experience in end-to-end development of the data science processes experimentation, segmentation and documentation.
Strong verbal and written communication skills.
Strong decision-making skills
Ability to accurately and effectively tell the story told by the data
Attention to detail, excellent organizational, planning and analytical skills.
Extensive knowledge attribution tracking technology or platforms
Highly analytical mindset, with the ability to interpret performance data
A drive to be updated as well as master new technologies and techniques, apply it for solving business problems.",-1,MAESTRO PLACEMENT CONSULTANCY SERVICES,Mumbai,"Mumbai, India",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Senior Data Scientist / Algorithms Specialist,-1,"Job Description:
Should possess strong design and architecture skills.
Deliver solutions for Fortune 100 customers using an Agile Development model
Understanding and working to come up with solutions to problems, design and architect, Building and collaborating with business and technical teams to deliver software.
Positions : 10

Skillset:
At least 4+ years of solid experience in the software industry
Experience working in / Understanding of Big data a technologies – worked in Hadoop, MapR and Map/Reduce, Pig, Hive
Played pivotal roles as an engineer and architect across domains
Understanding of Big data a technologies – Hadoop, MapR and Map/Reduce, Pig, Hive
NoSQL solutions like Hbase, Cassandra, MongoDB, CouchDB, and be comfortable with commercial solutions too
Expertise in SQL databases (e.g. MySQL or Oracle), Analytics platforms (e.g. Pentaho, BO or similar) and OLAP technologies
Solid technology stack in J2EE and .Net (desirable but not essential)
Be very comfortable with Agile methodologies in order to be able to arrive at difficult engineering decisions quickly.
Good to have experience with MPP databases like Netezza, ETL tools like Informatica, and BI tools like SAS etc.
Good to have knowledge of web Analytics and exposure working with data sources clickstream data etc.
Proven ability to lead a team of engineers

Other Skillset:
Passion for technology and willingness to learn is required
Have ability to work in a fast paced and dynamic work environment and be able to produce efficient and robust solution
High energy, confidence, and agility to drive a team.
A creative thinker who can bring in new ideas and innovations to the company.
Job Type: Full-time

Required experience:
Hadoop, MapR : 2 years

Required education:
Bachelor’s",4.3,"AmyLogic
4.3",Bengaluru,"Jaipur, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Lead Data Scientist,-1,"Job ID : 4172
Location : Pune
Experience Level : 4 to 12 years

Must Have Skills :
Has an in-depth understanding of ML techniques and underlying mathematics such as statistics, probabilities, linear algebra, gradient descent, etc.
Understanding customer domain, working with architects & engineering VPs to incorporate engineering constraints into end-to-end data-science solutions.
Is good at communicating analytics and data science results/experiments to multiple customer stakeholders such as analysts, CTOs and CEOs at appropriate levels of abstraction.
Understands what it takes to run a multidisciplinary team.
Knows how to balance science and engineering.
Has vision and an innate ability to execute.
Nice To Have Skills :
Experience in CNN, RNN, LSTM

Roles & responsibilities : Lead Data scientist guiding teams to understand, design and implement data science experiments, analyze results and share with different stakeholders at appropriate levels of abstraction.
00-12.00 Years",3.7,"Great Software Laboratory Private Limited
3.7",Pune,"Pune, India",501 to 1000 employees,2003,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Solution Engineer (Data Scientist),-1,"Solution Engineer (Data Scientist)
Job Description


Data Analytics Solution Engineer/Solution Architect

The Data & Analytics team is organized around world-class data, advanced data science and automation to drive business value for the K-C organization. We are a group of curious people and critical thinkers focused on solving the problems of the day and opportunities of the future through applied intelligence and data science. As part of this team, the Solution Engineer is responsible for integrating business, information, and technology architecture to create analytical solutions for the relevant business capability area and in some cases across capability areas. This role is viewed as a solution innovator and expert in complex analytical and digital platform environments, encompassing both business process understanding and technical expertise.

Scope/Categories:

Role will report to a Senior Manager in the Data & Analytics organization. Role will not have any direct reports.

Key Interfaces: Functional Engineers, Business Customers, Data & Analytics teams, Solution Engineers, Enterprise Architects, Analytics Designers, Project Manager.

External Interfaces: Consultants, Vendors, Managed Services Providers (onshore/offshore). Travel may include approximately 15% of work time.

Key Accountabilities:
Leads in designing innovative, technical solutions to important, highly complex strategic and operating problems. Has strong knowledge in business and technical functions that are touch points with their area of expertise. Provides technical consulting on complex projects.
Acts as a source of direction, training and guidance for other team members. Is knowledgeable in industry best practices in their area of expertise and uses resources outside of K-C to deliver the end-to-end technical solutions.
Technical architect of large and extra-large projects for one or more business capabilities (eCommerce, Marketing, Supply Chain, Finance, etc.).
Accountable for leading the overall end-to-end technical design (including detailed configuration) which incorporates business requirements and considers global standards and regional variations.
Delivers solution delivery blueprints including but not limited to application diagrams, physical architecture, process diagrams, sequence diagrams, systems maps, service interfaces, technical interfaces, data modeling, integration planning, and detailed build estimates.
Translates non-functional and functional requirements into end-to-end analytical solution designs, ensuring solution aligns with business goals and processes, uses and provides enterprise information consistently, integrates effectively with other applications, and supports a common application environment.
Implements seamless digital analytics utilizing common technology platforms, to achieve enterprise level security, quality of service and scale for analytical solutions.
Collaborates with other Solution Engineers, Enterprise Architecture, and Analytics Designers to make sure that the solution fits within enterprise context.
Drive a rigorous approach leveraging data science including Artificial Intelligence and Machine Learning to solve problems in the context of growing Kimberly Clark brands, increasing sales, and enabling operational excellence.
Documents solution in appropriate service management applications.
Coordinates engagements with vendors as they relate to evaluation, design and delivery of business capabilities. Contributes to the evaluation and selection of software products.
Influences and moves the K-C culture to one that values and uses cross-business and functional data and analytics to power business performance.
Key Qualifications and Experiences:
Bachelor's degree required.
10+ years of continuous experience in software engineering, software development, solution architecture.
Basic functional knowledge in key CPG capabilities (Sales, eCommerce, Marketing, Supply Chain, Finance, etc.).
Broad range of business and IT experiences; has achieved technical and/or business certification(s).
Strong technical knowledge of diverse analytical tools and solutions (APIs, RPA, SQL, BW, Tableau). Hands-on experience with SAP HANA Enterprise and Azure.
Must have in-depth modelling and design experience in native HANA.
Strong technical leadership of Analytics Delivery teams and vendors. Experience leading IT projects and/or programs with strong SDLC understanding, including Agile / Waterfall methodologies.
Working knowledge of API-based design for business applications and can incorporate API-based design into analytics solutions. (Mulesoft experience desired.).
Experience with integration methods and tools including ETL and virtualization. SAP BODS experience is strongly preferred.
Experience with SAP software solutions (ECC, BW, BI).
Exposure to Artificial Intelligence/Machine Learning technologies (R, Python, Scala, etc.).
Experience leading IT projects and/or programs with strong SDLC experience including Agile / Waterfall methodologies. Exposure to Agile fundamentals and able to lead key ceremonies. Act as Scrum Master for a team, following all standard work practices.
Ability to operate in a digital workplace utilizing modern technologies to connect, collaborate, communicate and cooperate across a global organization and across organizational boundaries.
Ability to work in a virtual team which may work across distance (remote), cultures and time zones, in a matrix with multiple reporting lines, and may extend outside the K-C organization including suppliers, partners and customers.
Ability to communicate strategies and processes around data modeling and architecture to cross functional groups and senior levels. Experience collaborating with Enterprise Architects and infrastructure engineers to identify, design, and implement highly complex, end-to-end solutions.
Thought leader with strong connection to industry and technology user groups and networks. Keeps abreast of leading trends in digital, cloud, artificial intelligence, machine learning, block chain, virtual reality, augmented reality and combinations of technology that matter in IoT.
High level of communication is required. Must be self-motivated, self-disciplined and have strong time management skills. Embraces learning agility to keep abreast of new technologies and strategies.
Possesses strong leadership skills and exhibits creative thinking to be able to design inventive solutions which solve business challenges. Cultivates networking opportunities within the organization.
Global VISA and Relocation Specifications:
K-C requires that an employee have authorization to work in the country in which the role is based. In the event an applicant does not have current work authorization, K-C will determine, in its sole discretion, whether to sponsor an individual for work authorization. However, based on immigration requirements, not all roles are suitable for sponsorship.
This role is available for local candidates already authorized to work in the role’s country only. K-C will not provide relocation support for this role.
Primary Location
IT Centre Bangalore GDTC
Additional Locations
Worker Type
Employee
Worker Sub-Type
Regular
Time Type
Full time",3.9,"Kimberly-Clark
3.9",Bengaluru,"Irving, TX",10000+ employees,1872,Company - Public,Consumer Products Manufacturing,Manufacturing,₹500+ billion (INR),"Procter & Gamble, Georgia-Pacific, Unilever"
Principal Data Scientist,-1,"Principal Data Scientist

Principal Data Scientist in Advanced Analytics for Real World Evidence and Clinical Outcomes will provide a high level of expertise in employing cutting-edge analytical & computational approaches to drive evidence-based pharmaceutical product development. He/She will provide scientific and technical leadership in machine learning and AI, and he/she will work closely with other disciplines across Sanofi including Business Units, Digital, R&D, Biostatistics, Information Technology Systems and other Data Science partners to deliver cutting edge analysis to key business questions. Examples of Advanced Analytics activities:
Machine/Deep Learning to elucidate disease trajectories, patient subtypes, define underdiagnosed conditions, and unmet health needs.
Create a framework for generating re-usable models and insights across big-data (e.g. EHRs, claims) and rich small data sets (e.g. clinical trials, imaging).
Generating insights by merging diverse data streams e.g. health, surveillance, trend data, sensor, imaging, …
Adoption of emerging technology into an analytical framework: distributed analytics, graph databases
People
Act as a subject matter expert in machine learning, statistical and/or modelling working on team projects and to advance internal capabilities by mentoring and advising junior colleagues.
Translate and appropriately champion advanced analytics results and capabilities to non-technical audiences.
Work with internal and external data scientists to scope and execute Advance Analytics projects.
Performance
Develop computational and statistical methodologies in Advanced Analytics for RWE & CO, - to be applied to pre-clinical, clinical trial, and complementary real-world information streams.
Maintain internal and external profile through contributions to congresses, publications, and external KOLs.
Provide expertise and execute advanced analytics for solving problems across R&D, Medical Affairs, HEVA and Market Access Strategies and Plans.
Process
Apply a broad array of capabilities spanning machine learning, statistics, mathematics, modelling, simulation, text-mining/NLP, data-mining to extract insights and be able to communicate and champion these efforts across the company.
Plan and deploy methodological standards, standardized processes, demos, and POCs for the company’s highest priority business needs.
Contribute to the design, development, and implementation of Sanofi’s data science architecture and ecosystem to guide decision-making and building foundational capabilities
Required Skills & Experiences:
High level proficiency in at least two or more technical or analytical languages (R, Python, etc..).
Extensive experience with advanced ML techniques (neural networks/deep learning, reinforcement learning, SVM, PCA, etc.).
An ability to interact with a variety of large-scale data structures e.g. HDFS, SQL, noSQL
Experience working across multiple environments (e.g. AWS, GCP, Linux) for optimizing compute and big data handling requirements.
Experience with any of the following: biomedical data types/population health data/real world data/novel data streams relevant to the pharmaceutical industry
Experience with big data analytics platforms or high-level ML libraries such as H2O, SageMaker, Databricks, Keras, pyTorch, TensorFlow, Theano, DSSTNE or similar
Strong oral and written communication skills
A demonstrated ability to work and collaborate in a team environment, and a willingness to mentor junior colleagues.
Desirable Skills & Experiences:
Ability to prototype analyses and algorithms in high-level languages embracing reproducible and collaborative technology platforms (e.g. GitHub, containers, jupyter notebooks)
Exposure to NLP technologies and analyses
Knowledge of some datavis technologies (ggplot2, shiny, plotly, d3, Tableau or Spotfire)
Experience with advanced ML techniques (RNN, CNN, LSTM, GRU, Genetic Algorithms, Reinforcement Learning, etc.).
Qualifications
PhD or ScD in quantitative field such as Medical Informatics, Statistics, Applied Mathematics, Computational Biology, Computer Science, Engineering or related field with 3 years of industry or academic experience
Relevant Master’s Degree, with 5+ years of related industry experience
At Sanofi diversity and inclusion is foundational to how we operate and embedded in our Core Values. We recognize to truly tap into the richness diversity brings we must lead with inclusion and have a workplace where those differences can thrive and be leveraged to empower the lives of our colleagues, patients and customers. We respect and celebrate the diversity of our people, their backgrounds and experiences and provide equal opportunity for all.",3.7,"Sanofi
3.7",Hyderabad,"Paris, France",10000+ employees,1973,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,₹500+ billion (INR),"Pfizer, GlaxoSmithKline"
Urgent Hiring for Data Scientist,-1,"Job Summary
A data scientist is someone who makes value out of data. Such a person proactively fetches information from various sources and analyzes it for better understanding about how the business performs, and to build AI tools that automate certain processes within the company.
Responsibilities and Duties
Ensure that data flows smoothly from source to destination so that it can be processed.
Ensure that data flows smoothly from source to destination so that it can be processed.
Experience with both Machine Learning and Deep Learning algorithms.
Filter and cleanse unstructured (or ambiguous) data into usable data sets that can be analyzed to extract insights and improve business processes.
Must have some experience working with Scikit Learn, TensorFlow, Keras, OpenCV and NLTK libraries in Python.
Liaise with members of the team
Must be flexible to work on different projects across a range of industries such as retail, banking, insurance, and travel.
Must be flexible to work on different projects across a range of industries such as retail, banking, insurance, and travel.
Identify new internal and external data sources to support analytics initiatives and work with appropriate partners to absorb the data into new or existing data infrastructure.
Build tools for automating repetitive asks so that bandwidth can be freed for analytics.
Collaborate with program managers and business analysts to help them come up with actionable, high-impact insights across product lines and functions.
Work closely with top management to prioritise information and analytic needs.
*
Filter and cleanse unstructured (or ambiguous) data into usable data sets that can be analysed to extract insights and improve business processes.
Identify new internal and external data sources to support analytics initiatives and work with appropriate partners to absorb the data into new or existing data infrastructure.
Build tools for automating repetitive asks so that bandwidth can be freed for analytics.
Collaborate with program managers and business analysts to help them come up with actionable, high-impact insights across product lines and functions.
Work closely with top management to prioritise information and analytic needs.
Qualifications and Skills
Ability to program in any high-level language is required.
Strong mathematical and statistical skills and understanding,
B.E./B.Tech with Minimum 2 years of Data Science experience is mandatory
Familiarity with R/Python and statistical packages are preferred.
Proven problem solving and debugging skills.
Familiar with database technologies and tools (SQL/R/SAS/JMP etc.), data warehousing, transformation and processing.
Work experience with real data for customer insights, business and market analysis will be advantageous.
Experience with text analytics, data mining and social media analytics.
Statistical knowledge in standard techniques: Logistic Regression, Classification models, Cluster Analysis, Neural Networks, Random Forests, Ensembles, etc
Benefits
You will be working in a multi-cultural environment.
Competitive Salary
Job Type: Full-time

Salary: ₹15,000.00 to ₹35,000.00 /month

Experience:
work: 2 years (Required)
total work: 2 years (Required)
Education:
Bachelor's (Required)
Industry:
Software Development",3.9,"Timble Technologies Pvt. Ltd.
3.9",New Delhi,"New Delhi, India",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
